Организация,Банковский счет,Дата,Начальный остаток,Поступление,Списание,Конечный остаток,Изменение
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-20,23029.5,0.0,0.0,23029.5,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-21,23029.5,0.0,16965.0,6064.5,-16965.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-22,6064.5,0.0,0.0,6064.5,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-23,6064.5,58500.0,47677.5,16887.0,10822.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-24,16887.0,0.0,0.0,16887.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-25,16887.0,0.0,0.0,16887.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-26,16887.0,0.0,0.0,16887.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-27,16887.0,0.0,0.0,16887.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-28,16887.0,0.0,0.0,16887.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-29,16887.0,0.0,0.0,16887.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-30,16887.0,390000.0,14001.0,392886.0,375999.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-10-31,392886.0,0.0,0.0,392886.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-01,392886.0,0.0,0.0,392886.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-02,392886.0,31200.0,13416.0,410670.0,17784.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-03,410670.0,0.0,97500.0,313170.0,-97500.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-04,313170.0,0.0,0.0,313170.0,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-05,313170.0,253500.0,290159.688,276510.312,-36659.688000000024
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-06,276510.312,0.0,0.0,276510.312,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-07,276510.312,0.0,0.0,276510.312,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-08,276510.312,0.0,0.0,276510.312,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-09,276510.312,0.0,0.0,276510.312,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-10,276510.312,204750.0,0.0,481260.312,204750.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-11,481260.312,0.0,111540.0,369720.312,-111540.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-12,369720.312,136500.0,295770.618,210449.69399999996,-159270.61800000002
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-13,210449.69399999996,11992.5,14137.5,208304.69399999996,-2145.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-14,208304.69399999996,0.0,0.0,208304.69399999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-15,208304.69399999996,0.0,4270.5,204034.19399999996,-4270.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-16,204034.19399999996,37440.0,234366.873,7107.320999999967,-196926.873
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-17,7107.320999999967,0.0,0.0,7107.320999999967,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-18,7107.320999999967,172107.0,0.0,179214.32099999997,172107.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-19,179214.32099999997,192738.0,98505.45900000002,273446.86199999996,94232.54099999998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-20,273446.86199999996,0.0,22504.482,250942.37999999998,-22504.482
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-21,250942.37999999998,0.0,0.0,250942.37999999998,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-22,250942.37999999998,0.0,0.0,250942.37999999998,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-23,250942.37999999998,975000.0,764099.4660000001,461842.9139999999,210900.53399999987
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-24,461842.9139999999,212550.0,31020.600000000002,643372.3139999999,181529.4
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-25,643372.3139999999,0.0,48084.933,595287.3809999999,-48084.933
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-26,595287.3809999999,1226550.0,225709.0875,1596128.2935,1000840.9125
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-27,1596128.2935,1716975.0,2414348.1765,898755.1169999999,-697373.1765000001
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-28,898755.1169999999,0.0,0.0,898755.1169999999,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-29,898755.1169999999,0.0,0.0,898755.1169999999,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-11-30,898755.1169999999,116220.0,11554.842,1003420.2749999999,104665.158
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-01,1003420.2749999999,51987.0,0.0,1055407.275,51987.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-02,1055407.275,746850.0,922122.006,880135.2689999999,-175272.00600000005
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-03,880135.2689999999,531960.0,722318.8050000002,689776.4639999997,-190358.80500000017
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-04,689776.4639999997,175519.5,44938.1595,820357.8044999996,130581.34049999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-05,820357.8044999996,0.0,0.0,820357.8044999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-06,820357.8044999996,0.0,0.0,820357.8044999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-07,820357.8044999996,56647.5,56607.5055,820397.7989999996,39.9945000000007
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-08,820397.7989999996,69576.0,204669.7965,685304.0024999997,-135093.7965
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-09,685304.0024999997,90116.77350000001,206884.0605,568536.7154999997,-116767.28699999998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-10,568536.7154999997,122011.5,102635.5005,587912.7149999997,19375.999500000005
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-11,587912.7149999997,0.0,0.0,587912.7149999997,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-12,587912.7149999997,0.0,0.0,587912.7149999997,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-13,587912.7149999997,0.0,0.0,587912.7149999997,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-14,587912.7149999997,600857.4,9038.25,1179731.8649999998,591819.15
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-15,1179731.8649999998,0.0,692004.9824999999,487726.88249999983,-692004.9824999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-16,487726.88249999983,157433.25,156714.363,488445.7694999998,718.8869999999879
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-17,488445.7694999998,0.0,321013.30950000003,167432.4599999998,-321013.30950000003
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-18,167432.4599999998,111696.0,5218.2,273910.2599999998,106477.8
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-19,273910.2599999998,0.0,0.0,273910.2599999998,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-20,273910.2599999998,0.0,0.0,273910.2599999998,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-21,273910.2599999998,272259.0,251429.50950000001,294739.75049999973,20829.490499999985
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-22,294739.75049999973,908622.0,0.0,1203361.7504999996,908622.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-23,1203361.7504999996,942470.1,117263.913,2028567.9374999995,825206.1869999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-24,2028567.9374999995,85995.0,1445845.1084999999,668717.8289999997,-1359850.1084999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-25,668717.8289999997,470659.9365,92410.6365,1046967.1289999997,378249.30000000005
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-26,1046967.1289999997,1036027.0635,187161.0,1895833.1925,848866.0635
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-27,1895833.1925,0.0,0.0,1895833.1925,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-28,1895833.1925,511582.5,133235.2515,2274180.4409999996,378347.2485
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-29,2274180.4409999996,3614734.5,1988764.05,3900150.891,1625970.45
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-30,3900150.891,247199.55000000002,493740.0,3653610.4409999996,-246540.44999999998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2020-12-31,3653610.4409999996,19890.0,468.0,3673032.4409999996,19422.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-01,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-02,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-03,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-04,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-05,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-06,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-07,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-08,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-09,3673032.4409999996,0.0,0.0,3673032.4409999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-10,3673032.4409999996,0.0,19851.0,3653181.4409999996,-19851.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-11,3653181.4409999996,0.0,10101.0,3643080.4409999996,-10101.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-12,3643080.4409999996,0.0,62187.450000000004,3580892.9909999995,-62187.450000000004
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-13,3580892.9909999995,0.0,0.0,3580892.9909999995,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-14,3580892.9909999995,0.0,756825.381,2824067.6099999994,-756825.381
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-15,2824067.6099999994,2730.0,21769.917,2805027.6929999995,-19039.917
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-16,2805027.6929999995,0.0,0.0,2805027.6929999995,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-17,2805027.6929999995,0.0,0.0,2805027.6929999995,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-18,2805027.6929999995,147186.0,300791.4,2651422.2929999996,-153605.40000000002
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-19,2651422.2929999996,0.0,218073.492,2433348.8009999995,-218073.492
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-20,2433348.8009999995,0.0,155064.0,2278284.8009999995,-155064.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-21,2278284.8009999995,0.0,379782.819,1898501.9819999994,-379782.819
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-22,1898501.9819999994,0.0,84772.974,1813729.0079999994,-84772.974
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-23,1813729.0079999994,0.0,0.0,1813729.0079999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-24,1813729.0079999994,0.0,0.0,1813729.0079999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-25,1813729.0079999994,195000.0,2700.75,2006028.2579999994,192299.25
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-26,2006028.2579999994,0.0,96576.77250000002,1909451.4854999995,-96576.77250000002
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-27,1909451.4854999995,507000.0,329713.6635,2086737.8219999995,177286.33649999998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-28,2086737.8219999995,633707.1,1236456.351,1483988.5709999995,-602749.251
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-29,1483988.5709999995,57466.5,1249807.6695,291647.40149999945,-1192341.1695
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-30,291647.40149999945,0.0,0.0,291647.40149999945,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-01-31,291647.40149999945,0.0,0.0,291647.40149999945,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-01,291647.40149999945,252466.5,7218.900000000001,536895.0014999994,245247.6
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-02,536895.0014999994,0.0,42643.575000000004,494251.4264999994,-42643.575000000004
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-03,494251.4264999994,0.0,266107.998,228143.4284999994,-266107.998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-04,228143.4284999994,0.0,11820.5295,216322.8989999994,-11820.5295
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-05,216322.8989999994,95891.25,23398.05,288816.0989999994,72493.2
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-06,288816.0989999994,0.0,0.0,288816.0989999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-07,288816.0989999994,0.0,0.0,288816.0989999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-08,288816.0989999994,0.0,15625.35,273190.7489999994,-15625.35
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-09,273190.7489999994,51675.0,0.0,324865.7489999994,51675.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-10,324865.7489999994,25935.0,71282.1525,279518.5964999994,-45347.1525
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-11,279518.5964999994,0.0,66717.69,212800.9064999994,-66717.69
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-12,212800.9064999994,0.0,1068.6000000000001,211732.3064999994,-1068.6000000000001
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-13,211732.3064999994,0.0,0.0,211732.3064999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-14,211732.3064999994,0.0,0.0,211732.3064999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-15,211732.3064999994,97500.0,4270.5,304961.80649999937,93229.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-16,304961.80649999937,157540.5,133283.397,329218.90949999937,24257.103000000003
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-17,329218.90949999937,769869.75,875.7840000000001,1098212.8754999994,768993.966
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-18,1098212.8754999994,321828.0,295032.738,1125008.1374999993,26795.261999999988
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-19,1125008.1374999993,13942.5,31221.059999999998,1107729.5774999992,-17278.559999999998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-20,1107729.5774999992,0.0,7846.8,1099882.7774999992,-7846.8
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-21,1099882.7774999992,0.0,0.0,1099882.7774999992,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-22,1099882.7774999992,0.0,0.0,1099882.7774999992,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-23,1099882.7774999992,0.0,0.0,1099882.7774999992,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-24,1099882.7774999992,0.0,109038.89099999999,990843.8864999992,-109038.89099999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-25,990843.8864999992,13728.0,83411.1525,921160.7339999992,-69683.1525
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-26,921160.7339999992,0.0,196618.578,724542.1559999993,-196618.578
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-27,724542.1559999993,0.0,0.0,724542.1559999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-02-28,724542.1559999993,0.0,0.0,724542.1559999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-01,724542.1559999993,0.0,975.0,723567.1559999993,-975.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-02,723567.1559999993,0.0,48883.321500000005,674683.8344999993,-48883.321500000005
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-03,674683.8344999993,708672.9,128408.35800000001,1254948.3764999993,580264.542
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-04,1254948.3764999993,305838.0,151057.647,1409728.7294999994,154780.353
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-05,1409728.7294999994,67080.0,29055.0,1447753.7294999994,38025.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-06,1447753.7294999994,0.0,0.0,1447753.7294999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-07,1447753.7294999994,0.0,0.0,1447753.7294999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-08,1447753.7294999994,0.0,0.0,1447753.7294999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-09,1447753.7294999994,0.0,0.0,1447753.7294999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-10,1447753.7294999994,0.0,148735.95750000002,1299017.7719999994,-148735.95750000002
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-11,1299017.7719999994,0.0,275675.127,1023342.6449999994,-275675.127
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-12,1023342.6449999994,12324.0,109824.0,925842.6449999994,-97500.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-13,925842.6449999994,0.0,0.0,925842.6449999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-14,925842.6449999994,0.0,0.0,925842.6449999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-15,925842.6449999994,1387863.75,841080.8640000001,1472625.5309999995,546782.8859999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-16,1472625.5309999995,434596.5,3003.0,1904219.0309999995,431593.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-17,1904219.0309999995,4290.0,38064.0,1870445.0309999995,-33774.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-18,1870445.0309999995,10291.125,0.0,1880736.1559999995,10291.125
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-19,1880736.1559999995,0.0,60273.954000000005,1820462.2019999996,-60273.954000000005
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-20,1820462.2019999996,0.0,0.0,1820462.2019999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-21,1820462.2019999996,0.0,0.0,1820462.2019999996,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-22,1820462.2019999996,12285.0,58500.0,1774247.2019999996,-46215.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-23,1774247.2019999996,50505.0,42979.443,1781772.7589999996,7525.557000000001
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-24,1781772.7589999996,0.0,6889.428,1774883.3309999995,-6889.428
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-25,1774883.3309999995,52630.5,154050.0,1673463.8309999995,-101419.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-26,1673463.8309999995,25681.5,5750.745,1693394.5859999994,19930.755
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-27,1693394.5859999994,0.0,0.0,1693394.5859999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-28,1693394.5859999994,0.0,0.0,1693394.5859999994,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-29,1693394.5859999994,21060.0,0.0,1714454.5859999994,21060.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-30,1714454.5859999994,0.0,324285.0,1390169.5859999994,-324285.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-03-31,1390169.5859999994,0.0,332044.752,1058124.8339999993,-332044.752
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-01,1058124.8339999993,48633.0,780.0,1105977.8339999993,47853.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-02,1105977.8339999993,0.0,0.0,1105977.8339999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-03,1105977.8339999993,0.0,0.0,1105977.8339999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-04,1105977.8339999993,0.0,0.0,1105977.8339999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-05,1105977.8339999993,45825.0,362938.797,788864.0369999993,-317113.797
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-06,788864.0369999993,442747.5,0.0,1231611.5369999993,442747.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-07,1231611.5369999993,367575.0,407368.767,1191817.7699999993,-39793.76699999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-08,1191817.7699999993,514.8000000000001,152014.4535,1040318.1164999993,-151499.65350000001
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-09,1040318.1164999993,204360.0,1401.4845,1243276.6319999993,202958.5155
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-10,1243276.6319999993,0.0,0.0,1243276.6319999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-11,1243276.6319999993,0.0,0.0,1243276.6319999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-12,1243276.6319999993,0.0,0.0,1243276.6319999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-13,1243276.6319999993,0.0,195000.0,1048276.6319999993,-195000.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-14,1048276.6319999993,62010.0,0.0,1110286.6319999993,62010.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-15,1110286.6319999993,0.0,360944.727,749341.9049999993,-360944.727
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-16,749341.9049999993,547560.0,142350.0,1154551.9049999993,405210.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-17,1154551.9049999993,0.0,0.0,1154551.9049999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-18,1154551.9049999993,0.0,0.0,1154551.9049999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-19,1154551.9049999993,91338.0,152473.93199999997,1093415.9729999993,-61135.93199999997
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-20,1093415.9729999993,311688.0,71841.90000000001,1333262.0729999994,239846.09999999998
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-21,1333262.0729999994,0.0,310788.52350000007,1022473.5494999993,-310788.52350000007
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-22,1022473.5494999993,81412.5,273633.789,830252.2604999993,-192221.289
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-23,830252.2604999993,130747.5,0.0,960999.7604999993,130747.5
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-24,960999.7604999993,0.0,0.0,960999.7604999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-25,960999.7604999993,0.0,0.0,960999.7604999993,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-26,960999.7604999993,146601.0,2620.8,1104979.9604999993,143980.2
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-27,1104979.9604999993,0.0,683726.7449999999,421253.21549999947,-683726.7449999999
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-28,421253.21549999947,0.0,401327.51100000006,19925.70449999941,-401327.51100000006
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-29,19925.70449999941,11108.5455,31034.25,-5.893525667488575e-10,-19925.7045
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-04-30,-5.893525667488575e-10,467879.80199999997,467879.80199999997,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-01,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-02,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-03,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-04,-5.893525667488575e-10,145936.24500000002,145936.24500000002,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-05,-5.893525667488575e-10,62229.453,62229.453,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-06,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-07,-5.893525667488575e-10,461209.5345,461209.5345,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-08,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-09,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-10,-5.893525667488575e-10,0.0,0.0,-5.893525667488575e-10,0.0
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-11,-5.893525667488575e-10,202020.0,102215.00249999999,99804.99749999942,99804.99750000001
"ООО ""Galaxy Data""","21702510210570001479, Банк 2",2021-05-12,99804.99749999942,298350.0,0.0,398154.9974999994,298350.0
