Организация,Статья движения денежных средств,Дата,Начальный остаток,Поступление,Списание,Конечный остаток,Изменение
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-15,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-16,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-17,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-18,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-19,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-20,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-21,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-22,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-23,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-24,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-25,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-26,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-27,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-28,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-29,-2010.7350000000001,0.0,0.0,-2010.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-11-30,-2010.7350000000001,0.0,732.0,-2742.735,-732.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-01,-2742.735,0.0,0.0,-2742.735,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-02,-2742.735,1875.0,0.0,-867.7350000000001,1875.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-03,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-04,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-05,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-06,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-07,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-08,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-09,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-10,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-11,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-12,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-13,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-14,-867.7350000000001,0.0,0.0,-867.7350000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-15,-867.7350000000001,0.0,1098.9,-1966.6350000000002,-1098.9
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-16,-1966.6350000000002,2550.0,0.0,583.3649999999998,2550.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-17,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-18,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-19,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-20,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-21,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-22,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-23,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-24,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-25,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-26,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-27,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-28,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-29,583.3649999999998,0.0,0.0,583.3649999999998,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-30,583.3649999999998,0.0,732.0,-148.63500000000022,-732.0
"ООО ""Galaxy Data""",Выплата заработной платы,2020-12-31,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-01,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-02,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-03,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-04,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-05,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-06,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-07,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-08,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-09,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-10,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-11,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-12,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-13,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-14,-148.63500000000022,0.0,0.0,-148.63500000000022,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-15,-148.63500000000022,0.0,1098.9,-1247.5350000000003,-1098.9
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-16,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-17,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-18,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-19,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-20,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-21,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-22,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-23,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-24,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-25,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-26,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-27,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-28,-1247.5350000000003,0.0,0.0,-1247.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-29,-1247.5350000000003,0.0,768.0,-2015.5350000000003,-768.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-30,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-01-31,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-01,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-02,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-03,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-04,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-05,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-06,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-07,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-08,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-09,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-10,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-11,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-12,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-13,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-14,-2015.5350000000003,0.0,0.0,-2015.5350000000003,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-15,-2015.5350000000003,0.0,1152.9,-3168.4350000000004,-1152.9
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-16,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-17,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-18,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-19,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-20,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-21,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-22,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-23,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-24,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-25,-3168.4350000000004,0.0,0.0,-3168.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-26,-3168.4350000000004,0.0,768.0,-3936.4350000000004,-768.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-27,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-02-28,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-01,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-02,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-03,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-04,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-05,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-06,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-07,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-08,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-09,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-10,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-11,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-12,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-13,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-14,-3936.4350000000004,0.0,0.0,-3936.4350000000004,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-15,-3936.4350000000004,0.0,1153.05,-5089.485000000001,-1153.05
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-16,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-17,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-18,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-19,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-20,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-21,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-22,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-23,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-24,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-25,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-26,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-27,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-28,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-29,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-30,-5089.485000000001,0.0,0.0,-5089.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-03-31,-5089.485000000001,0.0,768.0,-5857.485000000001,-768.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-01,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-02,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-03,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-04,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-05,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-06,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-07,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-08,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-09,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-10,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-11,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-12,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-13,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-14,-5857.485000000001,0.0,0.0,-5857.485000000001,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-15,-5857.485000000001,0.0,1152.9,-7010.385,-1152.9
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-16,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-17,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-18,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-19,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-20,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-21,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-22,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-23,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-24,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-25,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-26,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-27,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-28,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-29,-7010.385,0.0,0.0,-7010.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-04-30,-7010.385,0.0,768.0,-7778.385,-768.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-01,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-02,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-03,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-04,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-05,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-06,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-07,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-08,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-09,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-10,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-11,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-12,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-13,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-14,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-15,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-16,-7778.385,0.0,0.0,-7778.385,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-17,-7778.385,0.0,1153.05,-8931.435,-1153.05
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-18,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-19,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-20,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-21,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-22,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-23,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-24,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-25,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-26,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-27,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-28,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-29,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-30,-8931.435,0.0,0.0,-8931.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-05-31,-8931.435,0.0,768.0,-9699.435,-768.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-01,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-02,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-03,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-04,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-05,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-06,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-07,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-08,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-09,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-10,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-11,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-12,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-13,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-14,-9699.435,0.0,0.0,-9699.435,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-15,-9699.435,0.0,1152.9,-10852.335,-1152.9
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-16,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-17,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-18,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-19,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-20,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-21,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-22,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-23,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-24,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-25,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-26,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-27,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-28,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-29,-10852.335,0.0,0.0,-10852.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-06-30,-10852.335,0.0,768.0,-11620.335,-768.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-07-01,-11620.335,0.0,0.0,-11620.335,0.0
"ООО ""Galaxy Data""",Выплата заработной платы,2021-07-02,-11620.335,0.0,0.0,-11620.335,0.0
